id;region;municipality;settlement;type;population;children;latitude_dms;longitude_dms;latitude_dd;longitude_dd;oktmo;dadata;rosstat
25085;Красноярский край;Большемуртинский район;Таловка;с;822;155;57.09.42;093.09.10;57.1616666666667;93.1527777777778;4610422101;0;1
25087;Ярославская область;Ярославский район;Иванищево;д;588;265;57.31.05;039.31.54;57.5180555555556;39.5316666666667;78650440176;0;1
25091;Республика Крым;Джанкойский район;Дмитриевка;с;555;0;45.41.46;034.21.26;45.6961111111111;34.3572222222222;35611415106;0;1
25105;Тюменская область;Тюменский район;Муллаши;с;799;222;57.00.08;066.04.31;57.0022222222222;66.0752777777778;71644451101;0;1
25161;Воронежская область;Эртильский район;Щучье;с;1181;150;51.45.42;040.29.21;51.7616666666667;40.4891666666667;20658440101;0;1
25162;Калужская область;Дзержинский;Старки;д;633;236;54.45.10;036.00.20;54.7527777777778;36.0055555555556;29608452000;0;1
25168;Ямало-Ненецкий автономный округ;Шурышкарский муниципальный район;Шурышкары;с;808;291;65.54.09;065.21.02;65.9025;65.3505555555556;71926421101;0;1
25178;Тверская область;Жарковский район;Жарковский;п;3020;541;55.50.53;032.15.56;55.8480555555556;32.2655555555556;28614151;1;0
25197;Тульская область;Арсеньевский район;Арсеньево;рп;4681;784;53.44.11;036.39.51;53.7363888888889;36.6641666666667;70604151051;0;1
25201;Краснодарский край;Крымский район;Неберджаевская;ст-ца;1382;340;44.49.56;037.54.16;44.8322222222222;37.9044444444444;3625412116;0;1
25221;Саратовская область;Вольский район;Верхняя Чернавка;с;960;161;52.10.03;047.16.53;52.1675;47.2813888888889;63611420101;0;1
25232;Республика Башкортостан;Туймазинский;Субханкулово;с;5453;2501;54.33.31;053.48.39;54.5586111111111;53.8108333333333;80651461101;0;1
25233;Краснодарский край;Город Краснодар;Ленина;х;11581;3689;45.01.03;039.12.38;45.0175;39.2105555555556;3701000181;0;1
25241;Республика Адыгея;Городской округ Майкоп;Ханская;ст-ца;11752;2653;44.40.29;039.57.40;44.6747222222222;39.9611111111111;79701000141;0;1
25249;Тульская область;Богородицкий район;Богородицк;г;30772;5687;53.46.12;038.07.21;53.77;38.1225;70608101001;1;0
25263;Республика Дагестан;Хасавюртовский район;Советское;с;1868;602;43.24.36;046.20.43;43.41;46.3452777777778;82654472000;0;1
25267;Оренбургская область;Переволоцкий район;Зубочистка Вторая;с;567;94;51.40.02;054.11.38;51.6672222222222;54.1938888888889;53637411101;0;1
25270;Республика Татарстан;Набережные Челны;Набережные Челны;г;524444;108327;55.44.37;052.23.45;55.7436111111111;52.3958333333333;92730000001;0;1
25288;Томская область;Томский район;Большое Протопопово;д;528;111;56.25.18;085.11.58;56.4216666666667;85.1994444444444;69654454106;0;1
25292;Чеченская республика;Ачхой-Мартановский муниципальный район;Валерик;с;9483;3405;43.10.43;045.24.26;43.1786111111111;45.4072222222222;96602407101;0;1
25302;Республика Карелия;Кемский;Кемь;г;11604;3456;64.57.16;034.35.42;64.9544444444444;34.595;86612101001;0;1
25305;Курганская область;Шадринский район;Канаши;с;1405;405;56.12.17;063.28.41;56.2047222222222;63.4780555555556;37638432101;0;1
25310;Хабаровский край;Николаевский;Маго;п;1125;331;53.15.06;140.10.39;53.2516666666667;140.1775;8631414;1;0
25319;Ярославская область;Ярославский район;Щедрино;п;1304;305;57.33.21;039.49.57;57.5558333333333;39.8325;78650430406;0;1
25320;Астраханская область;Ахтубинский район;Нижний Баскунчак;рп;2575;702;48.13.12;046.49.51;48.22;46.8308333333333;12605168051;0;1
25321;Ленинградская область;Выборгский муниципальный район;Пушное;п;1073;164;60.24.25;029.28.23;60.4069444444444;29.4730555555556;41615158151;0;1
25328;Алтайский край;Бийский;Пригородный;п;583;161;52.34.29;085.14.36;52.5747222222222;85.2433333333333;1604459111;1;0
25346;Архангельская область;Вилегодский муниципальный район;Мухонская;д;586;159;61.07.29;047.57.11;61.1247222222222;47.9530555555556;11611412221;0;1
25360;Республика Башкортостан;Ермекеевский;Суккулово;с;739;132;54.13.55;053.44.00;54.2319444444444;53.7333333333333;80625434101;0;1
25366;Ставропольский край;Благодарненский район;Спасское;с;2400;556;45.04.27;043.41.33;45.0741666666667;43.6925;7705000201;0;1
25385;Республика Крым;Красноперекопский район;Вишневка;с;995;0;45.57.42;033.57.15;45.9616666666667;33.9541666666667;35623408101;0;1
25388;Ивановская область;Шуйский район;Афанасьевское;с;524;109;56.51.16;041.32.50;56.8544444444444;41.5472222222222;24633408101;0;1
25391;Ставропольский край;Андроповский район;Солуно-Дмитриевское;с;3100;550;44.24.28;042.43.18;44.4077777777778;42.7216666666667;7632416101;0;1
25394;Челябинская область;Еткульский район;Еткуль;с;6740;1620;54.49.23;061.35.00;54.8230555555556;61.5833333333333;75620430101;0;1
25400;Ленинградская область;Кингисеппский муниципальный район;Кингисепп;г;47312;8400;59.22.27;028.36.41;59.3741666666667;28.6113888888889;41621101001;0;1
25415;Ростовская область;Азовский;Задонский;х;1119;236;46.55.47;039.39.34;46.9297222222222;39.6594444444444;60601425101;0;1
25428;Ростовская область;Целинский;Целина;п;12002;2892;46.32.01;041.01.56;46.5336111111111;41.0322222222222;60656455101;0;1
25432;Республика Бурятия;Селенгинский район;Энергетиков;п;6580;853;51.17.19;106.32.19;51.2886111111111;106.538611111111;81648101001;1;0
25444;Оренбургская область;Переволоцкий район;Кубанка;с;667;180;52.17.53;054.27.23;52.2980555555556;54.4563888888889;53637420101;0;1
25450;Калининградская область;Город Гурьевский;Малое Васильково;п;1178;193;54.44.44;020.36.47;54.7455555555556;20.6130555555556;27707000331;0;1
25459;Ленинградская область;Лужский муниципальный район;Торковичи;п;1201;135;58.51.21;030.20.41;58.8558333333333;30.3447222222222;41633478101;0;1
25460;Республика Башкортостан;Ермекеевский;имени 8 Марта;с;784;167;53.53.52;053.45.58;53.8977777777778;53.7661111111111;80625404101;0;1
25463;Вологодская область;Бабаевский район;Борисово-Судское;с;1588;350;59.54.18;036.00.04;59.905;36.0011111111111;19605408101;0;1
25481;Псковская область;Куньинский район;Жижица;д;631;80;56.17.02;031.21.00;56.2838888888889;31.35;58616411101;0;1
25493;Республика Татарстан;Дрожжановский район;Шланга;с;701;154;54.48.48;047.23.36;54.8133333333333;47.3933333333333;92624495101;0;1
25501;Ульяновская область;Старомайнский район;Старая Майна;рп;6055;1327;54.36.26;048.55.33;54.6072222222222;48.9258333333333;73642151051;0;1
25503;Свердловская область;Каменский городской округ;Колчедан;п;2318;430;56.22.08;062.11.12;56.3688888888889;62.1866666666667;65712000276;0;1
25507;Чувашская республика;Мариинско-Посадский район;Шоршелы;с;832;150;56.00.28;047.35.21;56.0077777777778;47.5891666666667;97629450101;0;1
25515;Московская область;Шатурский;Центральной Усадьбы свх Мир;п;2955;495;55.32.51;039.41.48;55.5475;39.6966666666667;46786000777;1;0
25548;Хабаровский край;Хабаровский;Гаровка-2;с;1187;396;48.24.36;135.13.09;48.41;135.219166666667;8655459111;0;1
25576;Воронежская область;Репьёвский район;Колбино;с;614;207;51.02.34;038.54.56;51.0427777777778;38.9155555555556;20645412101;0;1
25599;Ростовская область;Усть-Донецкий;Усть-Быстрянская;ст-ца;1502;368;47.48.56;041.02.48;47.8155555555556;41.0466666666667;60655432121;0;1
25603;Брянская область;Брянский район;Кабаличи;с;610;67;53.19.03;034.04.56;53.3175;34.0822222222222;15608404116;0;1
25608;Республика Башкортостан;Ишимбайский;Ибраево;д;1242;27;53.39.53;056.34.32;53.6647222222222;56.5755555555556;80631450111;0;1
25619;Алтайский край;Новоалтайск;Новоалтайск;г;73769;16697;53.24.43;083.55.52;53.4119444444444;83.9311111111111;1713000001;0;1
25625;Калининградская область;Нестеровский район;Илюшино;п;1289;286;54.34.37;022.31.11;54.5769444444444;22.5197222222222;27715000131;0;1
25631;Пензенская область;Шемышейский район;Старое Демкино;с;797;129;52.54.57;045.10.19;52.9158333333333;45.1719444444444;56659422101;0;1
25644;Ярославская область;Город Ярославль;Ярославль;г;603961;104986;57.37.35;039.53.36;57.6263888888889;39.8933333333333;78701000001;0;1
25648;Волгоградская область;Урюпинский район;Долгий;х;549;70;50.38.27;042.18.44;50.6408333333333;42.3122222222222;18654472106;0;1
25656;Пермский край;Бардымский район;Сараши;с;1382;327;56.46.32;055.45.20;56.7755555555556;55.7555555555556;57604440101;0;1
25658;Республика Башкортостан;Чишминский;Кара-Якупово;с;1665;106;54.33.32;055.28.10;54.5588888888889;55.4694444444444;80657445101;0;1
25665;Ульяновская область;Мелекесский район;Новая Майна;рп;5495;1576;54.08.54;049.45.48;54.1483333333333;49.7633333333333;73622160051;0;1
25668;Ростовская область;Заветинский;Шебалин;х;938;175;47.21.52;043.37.05;47.3644444444444;43.6180555555556;60617470101;0;1
25669;Ивановская область;Ивановский район;Озерный;с;795;143;57.09.24;040.58.57;57.1566666666667;40.9825;24607457101;0;1
25689;Нижегородская область;Сосновский район;Селитьба;с;954;102;55.47.04;043.29.12;55.7844444444444;43.4866666666667;22650432101;0;1
25693;Республика Бурятия;Заиграевский район;Старая Курба;с;538;161;52.00.22;108.30.50;52.0061111111111;108.513888888889;81618430106;0;1
25698;Республика Саха (Якутия);Усть-Янский;Усть-Куйга;п;644;234;70.00.09;135.32.41;70.0025;135.544722222222;98656165051;0;1
25701;Республика Татарстан;Новошешминский район;Татарское Утяшкино;с;671;117;55.12.34;051.20.05;55.2094444444444;51.3347222222222;92645444101;0;1
25720;Чувашская республика;Янтиковский район;Тюмерево;д;577;94;55.26.22;047.46.32;55.4394444444444;47.7755555555556;97658430101;0;1
25722;Кировская область;Малмыжский район;Пахотная;д;647;144;56.30.56;050.41.20;56.5155555555556;50.6888888888889;33623428126;0;1
25756;Ярославская область;Ярославский район;Туношна-дом интернат;нп;543;93;57.32.39;040.07.44;57.5441666666667;40.1288888888889;78650495101;1;0
25757;Красноярский край;Новосёловский район;Светлолобово;с;927;234;55.05.31;090.50.40;55.0919444444444;90.8444444444444;4641410101;0;1
25758;Владимирская область;Ковровский;Гигант;п;703;0;56.26.32;041.18.00;56.4422222222222;41.3;17635415146;0;1
25766;Республика Адыгея;Городской округ Майкоп;Майкоп;г;141970;29107;44.36.35;040.06.02;44.6097222222222;40.1005555555556;79701000001;0;1
25776;Иркутская область;Нижнеилимский район;Коршуновский;п;776;160;56.29.28;104.11.43;56.4911111111111;104.195277777778;25626411101;0;1
25793;Томская область;Томский район;Семилужки;с;1017;276;56.37.03;085.21.12;56.6175;85.3533333333333;69654413111;0;1
25808;Московская область;Серпуховский;Бутурлино;д;1316;171;54.55.39;037.29.17;54.9275;37.4880555555556;46770000176;0;1
25809;Кемеровская область;Чебулинский район;Алчедат;с;606;126;55.59.11;087.54.53;55.9863888888889;87.9147222222222;32537000211;0;1
25816;Самарская область;Красноярский район;Хилково;с;1425;257;53.28.31;050.56.42;53.4752777777778;50.945;36628432101;0;1
25834;Белгородская область;Волоконовский район;Пятницкое;пгт;4479;765;50.25.27;037.50.22;50.4241666666667;37.8394444444444;14630162051;0;1
25835;Новосибирская область;Искитимский район;Евсино;ст;5076;1122;54.30.45;083.20.53;54.5125;83.3480555555556;50615413101;0;1
25841;Хабаровский край;Верхнебуреинский;ЦЭС;п;885;156;51.07.01;132.52.45;51.1169444444444;132.879166666667;8614151106;0;1
25856;Курская область;Курчатовский;Чапли;с;599;76;51.36.33;035.31.57;51.6091666666667;35.5325;38621449101;0;1
25868;Тюменская область;Исетский район;Кировский;п;1017;159;56.43.03;065.44.18;56.7175;65.7383333333333;71624427101;0;1
25883;Ярославская область;Переславский район;Новинцы;д;1274;87;56.34.14;038.35.28;56.5705555555556;38.5911111111111;78705000535;0;1
25897;Нижегородская область;Балахнинский район;Совхозный;п;798;164;56.33.47;043.28.55;56.5630555555556;43.4819444444444;22605412156;0;1
25912;Ямало-Ненецкий автономный округ;Надымский муниципальный район;Пангоды;пгт;10737;2874;65.51.29;074.29.26;65.8580555555556;74.4905555555556;71916156051;1;0
25925;Ярославская область;Гаврилов-Ямский район;Шопша;с;965;176;57.25.19;039.38.38;57.4219444444444;39.6438888888889;78612490101;0;1
25926;Московская область;Воскресенский;Фаустово;с;1004;98;55.26.15;038.29.20;55.4375;38.4888888888889;46606402231;0;1
25927;Курганская область;Петуховский район;Октябрьское;с;804;177;55.00.42;067.51.40;55.0116666666667;67.8611111111111;37626432101;0;1
25928;Воронежская область;Грибановский район;Листопадовка;с;2030;348;51.25.25;041.26.37;51.4236111111111;41.4436111111111;20613436101;0;1
25939;Вологодская область;Вожегодский район;Вожега;п;6135;1095;60.28.19;040.12.58;60.4719444444444;40.2161111111111;19618151051;0;1
25944;Ленинградская область;Лужский муниципальный район;Скреблово;п;1326;307;58.35.58;029.53.10;58.5994444444444;29.8861111111111;41633468101;0;1
25953;Московская область;Серпуховский;Данки;м;2120;254;54.54.55;037.33.57;54.9152777777778;37.5658333333333;46770000271;0;1
25955;Республика Башкортостан;Гафурийский;Саитбаба;с;1437;335;54.05.08;056.42.10;54.0855555555556;56.7027777777778;80621428101;0;1
25956;Республика Саха (Якутия);Хангаласский;Октемцы;с;1908;390;61.39.57;129.24.55;61.6658333333333;129.415277777778;98644440101;0;1
25962;Иркутская область;Боханский район;Тараса;с;1316;422;53.05.14;103.46.47;53.0872222222222;103.779722222222;25609438101;0;1
25975;Смоленская область;Вяземский район;Новый;с;638;132;55.09.42;034.31.50;55.1616666666667;34.5305555555556;66605476101;0;1
25977;Алтайский край;Локтевский;Локоть;с;1002;197;51.11.20;081.11.45;51.1888888888889;81.1958333333333;1625434101;0;1
25991;Чеченская республика;Веденский муниципальный район;Гуни;с;971;72;43.03.03;046.06.03;43.0508333333333;46.1008333333333;96604413101;0;1
26001;Республика Дагестан;Бабаюртовский район;Уцми-Юрт;с;4237;1400;43.32.05;046.28.07;43.5347222222222;46.4686111111111;82607460000;0;1
26002;Самарская область;Кинельский район;Кинельский;п;1616;292;53.15.23;050.38.54;53.2563888888889;50.6483333333333;36618424101;0;1
26016;Кировская область;Пижанский район;Павлово;д;646;91;57.31.36;048.25.31;57.5266666666667;48.4252777777778;33631416101;0;1
26021;Ненецкий автономный округ;Заполярный район;Усть-Кара;п;532;151;69.14.39;064.55.15;69.2441666666667;64.9208333333333;11811448101;0;1
26039;Самарская область;Приволжский район;Спасское;с;1486;268;52.52.44;048.36.48;52.8788888888889;48.6133333333333;36636416101;0;1
26047;Иркутская область;Иркутский район;Оек;с;4126;1162;52.35.21;104.27.39;52.5891666666667;104.460833333333;25612416101;0;1
26049;Республика Тыва;Овюрский кожуун;Солчур;с;926;288;50.45.07;092.02.08;50.7519444444444;92.0355555555556;93630422101;0;1
26058;Тюменская область;Тюменский район;Ушакова;д;1556;716;57.04.59;065.09.48;57.0830555555556;65.1633333333333;71644460121;0;1
26063;Ставропольский край;Грачёвский район;Спицевка;с;3600;792;45.07.09;042.30.26;45.1191666666667;42.5072222222222;7617416101;0;1
26072;Пермский край;Верещагинский район;Зюкайка;п;3892;933;58.12.34;054.42.13;58.2094444444444;54.7036111111111;57712000116;0;1
26073;Республика Татарстан;Альметьевский район;Кама-Исмагилово;с;688;125;54.54.02;052.33.10;54.9005555555556;52.5527777777778;92608428101;0;1
26077;Красноярский край;Шушенский район;Ильичево;п;2151;455;53.16.32;091.50.54;53.2755555555556;91.8483333333333;4659405101;0;1
26079;Самарская область;Шигонский район;Волжский Утес;п;1648;297;53.22.49;049.05.42;53.3802777777778;49.095;36650407101;0;1
26085;Республика Дагестан;Тарумовский район;Юрковка;с;1527;467;44.10.36;046.40.47;44.1766666666667;46.6797222222222;82649488101;0;1
26086;Хабаровский край;Нанайский;Иннокентьевка;с;854;238;49.40.37;136.53.37;49.6769444444444;136.893611111111;8628424000;0;1
26090;Красноярский край;Шарыповский район;Парная;с;1142;249;55.17.19;089.13.58;55.2886111111111;89.2327777777778;4658413101;0;1
26098;Ивановская область;Ильинский район;Ильинское-Хованское;п;2843;583;56.58.26;039.45.42;56.9738888888889;39.7616666666667;24609151051;0;1
26101;Курская область;Курский;Введенское;с;690;100;51.40.24;036.21.49;51.6733333333333;36.3636111111111;38620488106;0;1
26104;Республика Крым;Красногвардейский район;Миролюбовка;с;771;0;45.28.10;034.13.05;45.4694444444444;34.2180555555556;35620448126;0;1
26109;Краснодарский край;Славянский район;Сербин;х;1021;201;45.10.40;038.11.48;45.1777777777778;38.1966666666667;3645412111;0;1
26128;Алтайский край;Поспелихинский;Клепечиха;с;1227;303;52.09.21;081.43.08;52.1558333333333;81.7188888888889;1634439101;0;1
26129;Республика Карелия;Кемский;Рабочеостровск;п;1770;568;64.59.00;034.44.52;64.9833333333333;34.7477777777778;86612460101;0;1
26156;Республика Дагестан;Левашинский район;Тагиркент;с;591;264;42.21.49;047.21.41;42.3636111111111;47.3613888888889;82634495111;0;1
26169;Алтайский край;Залесовский;Кордон;с;523;77;54.11.03;084.57.56;54.1841666666667;84.9655555555556;1612437101;0;1
26172;Приморский край;Хасанский;Посьет;пгт;1734;433;42.39.10;130.48.06;42.6527777777778;130.801666666667;5648158;1;0
26178;Республика Адыгея;Гиагинский район;Дондуковское;с/п;6827;1444;44.52.49;040.21.59;44.8802777777778;40.3663888888889;79605410;1;0
26184;Амурская область;Тындинский;Дипкун;п;1365;368;55.07.55;126.46.41;55.1319444444444;126.778055555556;10654414101;0;1
26190;Вологодская область;Вологодский район;Кипелово;п;889;167;59.14.11;039.08.28;59.2363888888889;39.1411111111111;19620488316;0;1
26194;Липецкая область;Становлянский район;Толстая Дубрава;с;583;106;52.58.48;038.08.30;52.98;38.1416666666667;42642432101;0;1
26195;Республика Башкортостан;Салаватский;Мурсалимкино;с;1845;468;55.02.06;058.33.54;55.035;58.565;80647447101;0;1
26197;Республика Башкортостан;Учалинский;Ильчино;с;1039;246;54.25.15;059.32.02;54.4208333333333;59.5338888888889;80653425101;0;1
26198;Омская область;Москаленский район;Екатериновка;с;658;211;54.55.06;071.49.29;54.9183333333333;71.8247222222222;52632404101;0;1
26200;Республика Башкортостан;Туймазинский;Николаевка;с;705;174;54.26.53;053.58.39;54.4480555555556;53.9775;80651440101;0;1
26202;Республика Татарстан;Нурлатский район;Селенгуши;с;513;60;54.41.28;050.30.36;54.6911111111111;50.51;92646464101;0;1
26208;Краснодарский край;Приморско-Ахтарский район;Бородинская;ст-ца;1862;180;46.06.11;038.15.19;46.1030555555556;38.2552777777778;3641402101;0;1
26210;Брянская область;Дубровский район;Пеклино;д;604;69;53.33.02;033.31.14;53.5505555555556;33.5205555555556;15612428101;0;1
26214;Костромская область;Поназыревский район;Якшанга;п;1043;169;58.21.29;045.55.12;58.3580555555556;45.92;34636432101;0;1
26224;Республика Дагестан;Кизлярский район;Рыбалко;с;1959;476;43.46.58;046.39.21;43.7827777777778;46.6558333333333;82627455116;0;1
26239;Приморский край;Большой Камень;Большой Камень;г;37918;7666;43.06.40;132.20.53;43.1111111111111;132.348055555556;5706000001;0;1
26242;Нижегородская область;Бор;Кантаурово;с;2099;383;56.29.25;044.02.33;56.4902777777778;44.0425;22712000130;0;1
26249;Волгоградская область;Жирновский район;Медведица;с;2078;490;51.04.53;044.49.12;51.0813888888889;44.82;18612420101;0;1
26264;Рязанская область;Старожиловский район;Гребнево;с;613;124;54.21.48;039.57.20;54.3633333333333;39.9555555555556;61648420101;0;1
26266;Карачаево-Черкесская республика;Зеленчукский район;Ильич;аул;539;130;43.57.09;041.31.39;43.9525;41.5275;91610440106;0;1
26270;Астраханская область;Наримановский район;Трусово;п;1809;416;46.20.46;047.57.09;46.3461111111111;47.9525;12640456116;0;1
26274;Калужская область;Боровский;Ермолино;г;10340;1985;55.11.50;036.35.43;55.1972222222222;36.5952777777778;29606157001;0;1
26275;Курганская область;Кетовский район;Светлые Поляны;п;677;158;55.18.00;065.34.32;55.3;65.5755555555556;37614473101;0;1
26280;Республика Крым;Черноморский район;Окуневка;с;522;0;45.22.06;032.46.02;45.3683333333333;32.7672222222222;35656473101;0;1
26285;Курская область;Курчатовский;Дичня;с;2457;152;51.39.33;035.43.41;51.6591666666667;35.7280555555556;38621442101;0;1
26287;Иркутская область;Аларский район;Кутулик;п;5104;2317;53.20.36;102.47.38;53.3433333333333;102.793888888889;25605426101;0;1
26288;Брянская область;Трубчевский район;Семячки;с;614;71;52.38.49;033.40.11;52.6469444444444;33.6697222222222;15656444101;0;1
26289;Саратовская область;Новоузенский район;Куриловка;с;2422;480;50.42.56;048.01.31;50.7155555555556;48.0252777777778;63630430101;0;1
26290;Республика Саха (Якутия);Алданский;Томмот;г;6790;1550;58.57.34;126.16.11;58.9594444444444;126.269722222222;98603105001;0;1
26312;Саратовская область;Духовницкий район;Полеводинский;п;546;125;52.14.58;048.28.27;52.2494444444444;48.4741666666667;63614442116;0;1
26314;Курская область;Курский;Рышково;с;1136;169;51.39.37;036.11.07;51.6602777777778;36.1852777777778;38620476101;0;1
26317;Республика Башкортостан;Туймазинский;Старые Туймазы;с;1368;366;54.32.48;053.36.27;54.5466666666667;53.6075;80651455101;0;1
26319;Краснодарский край;Славянский район;Бараниковский;х;2699;615;45.20.26;038.01.06;45.3405555555556;38.0183333333333;3645416101;0;1
26356;Кировская область;Котельничский район;Светлый;п;778;81;58.04.58;047.35.46;58.0827777777778;47.5961111111111;33619481101;0;1
26366;Астраханская область;Наримановский район;Барановка;с;703;98;46.47.20;047.47.07;46.7888888888889;47.7852777777778;12640408101;0;1
26382;Республика Саха (Якутия);Булунский;Таймылыр;с;723;301;72.36.43;121.54.43;72.6119444444444;121.911944444444;98612445101;0;1
26398;Кабардино-Балкарская республика;Черекский район;Бабугент;с;3611;908;43.16.34;043.32.47;43.2761111111111;43.5463888888889;83630420101;0;1
26403;Саратовская область;Марксовский район;Маркс;г;31174;6311;51.42.48;046.44.24;51.7133333333333;46.74;63626101001;0;1
26411;Волгоградская область;Алексеевский район;Яминский;х;1293;258;50.19.57;042.12.59;50.3325;42.2163888888889;18602436116;0;1
26423;Ростовская область;Мясниковский;Недвиговка;х;2003;381;47.16.06;039.21.07;47.2683333333333;39.3519444444444;60635447101;1;0
26438;Калининградская область;Неманский район;Ульяново;п;637;199;54.49.43;022.05.24;54.8286111111111;22.09;27714000331;0;1
26443;Псковская область;Себежский район;Себеж;г;6892;2115;56.17.27;028.28.21;56.2908333333333;28.4725;58654101001;0;1
26446;Новосибирская область;Коченёвский район;Дупленская;ст;1012;235;55.05.25;081.37.26;55.0902777777778;81.6238888888889;50623402101;0;1
26461;Пензенская область;Земетчинский район;Пашково;п;1104;85;53.38.47;042.24.59;53.6463888888889;42.4163888888889;56623440101;0;1
26462;Ростовская область;Зерноградский;Большая Таловая;х;815;192;46.58.16;040.37.07;46.9711111111111;40.6186111111111;60618405101;0;1
26471;Нижегородская область;Навашинский;Натальино;с;1015;127;55.31.53;042.31.11;55.5313888888889;42.5197222222222;22730000168;0;1
26474;Астраханская область;Енотаевский район;Грачи;с;577;122;47.47.45;046.16.31;47.7958333333333;46.2752777777778;12615412101;0;1
26479;Республика Крым;Красногвардейский район;Александровка;с;1301;0;45.34.38;034.05.56;45.5772222222222;34.0988888888889;35620403101;0;1
26505;Республика Татарстан;Новошешминский район;Новошешминск;с;4358;1086;55.03.42;051.13.27;55.0616666666667;51.2241666666667;92645432101;0;1
26511;Новосибирская область;Барабинский район;Новоспасск;с;507;115;55.06.55;078.11.15;55.1152777777778;78.1875;50604410101;0;1
26519;Пермский край;Уинский район;Чайка;с;648;166;56.54.29;056.43.37;56.9080555555556;56.7269444444444;57652420101;0;1
26520;Краснодарский край;Мостовский район;Соленое;с;1398;199;44.02.40;040.52.59;44.0444444444444;40.8830555555556;3633404106;0;1
26523;Республика Саха (Якутия);Верхневилюйский;Сайылык;с;574;127;63.50.35;120.03.49;63.8430555555556;120.063611111111;98614440101;0;1
26526;Республика Саха (Якутия);Томпонский;Мегино-Алдан;с;914;280;62.41.58;134.36.49;62.6994444444444;134.613611111111;98650415101;0;1
26542;Воронежская область;Бутурлиновский район;Бутурлиновка;г;24062;4325;50.50.07;040.35.05;50.8352777777778;40.5847222222222;20608101001;0;1
26543;Республика Ингушетия;Назрановский район;Долаково;с/п;7158;2285;43.14.16;044.35.27;43.2377777777778;44.5908333333333;26605415101;0;1
26561;Республика Бурятия;Бичурский район;Бичура;с;8756;2590;50.35.34;107.35.54;50.5927777777778;107.598333333333;81609415101;0;1
26563;Курская область;Льговский;Марица;с;549;103;51.45.23;035.15.46;51.7563888888889;35.2627777777778;38622464101;0;1
26567;Липецкая область;Липецкий район;Частая Дубрава;с;1826;367;52.32.52;039.16.34;52.5477777777778;39.2761111111111;42640484101;0;1
26572;Ростовская область;Тацинский;Маслов;х;542;104;48.18.54;041.08.59;48.315;41.1497222222222;60654448131;0;1
26574;Республика Адыгея;Кошехабльский район;Майский;п;2403;401;44.46.34;040.32.59;44.7761111111111;40.5497222222222;79615425101;0;1
26584;Чувашская республика;Чебоксарский район;Новое Атлашево;п;3130;670;56.00.51;047.33.32;56.0141666666667;47.5588888888889;97644448101;0;1
26591;Ростовская область;Октябрьский;Ильичевка;х;1354;244;47.44.39;039.53.10;47.7441666666667;39.8861111111111;60641404106;0;1
26598;Кабардино-Балкарская республика;Майский район;Александровская;ст-ца;3696;784;43.28.45;044.04.02;43.4791666666667;44.0672222222222;83620411000;0;1
26637;Чеченская республика;Шелковской муниципальный район;Червленная-Узловая;ст-ца;1387;245;43.26.52;045.58.40;43.4477777777778;45.9777777777778;96640408101;0;1
26648;Нижегородская область;Краснобаковский район;Ветлужский;рп;5312;978;57.10.19;045.07.07;57.1719444444444;45.1186111111111;22635154051;0;1
26662;Алтайский край;Ребрихинский;Усть-Мосиха;с;1090;228;53.14.54;082.01.24;53.2483333333333;82.0233333333333;1635479101;0;1
26669;Республика Тыва;Улуг-Хемский кожуун;Хайыракан;с;1679;761;51.33.51;093.08.04;51.5641666666667;93.1344444444444;93654420101;0;1
26673;Ростовская область;Матвеево-Курганский;Авило-Успенка;с;719;150;47.41.38;038.40.31;47.6938888888889;38.6752777777778;60631450106;0;1
26674;Саратовская область;Пугачёвский район;Успенка;с;825;169;52.03.23;048.53.08;52.0563888888889;48.8855555555556;63637460121;0;1
26678;Ростовская область;Матвеево-Курганский;Большая Кирсановка;х;995;181;47.39.23;038.53.58;47.6563888888889;38.8994444444444;60631415101;0;1
26685;Республика Крым;Кировский район;Возрождение;с;610;0;45.10.23;035.01.53;45.1730555555556;35.0313888888889;35616422106;0;1
26700;Ростовская область;Неклиновский;Марьевка;с;573;98;47.21.04;038.37.34;47.3511111111111;38.6261111111111;60636428136;0;1
26702;Оренбургская область;Соль-Илецкий городской округ;Дом Инвалидов;п;585;30;51.11.33;055.05.44;51.1925;55.0955555555556;53725000316;0;1
26715;Республика Саха (Якутия);Нерюнгринский;Золотинка;п;592;146;56.10.52;124.51.45;56.1811111111111;124.8625;98660154051;0;1
26717;Оренбургская область;Оренбург;Краснохолм;с;7111;1411;51.35.38;054.09.29;51.5938888888889;54.1580555555556;53701000116;0;1
26718;Владимирская область;Александровский;Александров;г;59328;10894;56.23.52;038.43.39;56.3977777777778;38.7275;17605101001;0;1
26739;Саратовская область;Балашовский район;Лесное;с;504;76;51.34.31;042.45.36;51.5752777777778;42.76;63608432101;0;1
26745;Волгоградская область;Урюпинский район;Искра;п;868;92;50.39.35;041.25.53;50.6597222222222;41.4313888888889;18654452101;0;1
26762;Волгоградская область;Камышинский район;Усть-Грязнуха;с;780;232;50.28.29;045.25.32;50.4747222222222;45.4255555555556;18618456101;0;1
26771;Пензенская область;Белинский район;Невежкино;с;616;88;53.06.17;043.19.51;53.1047222222222;43.3308333333333;56612422101;0;1
26779;Ставропольский край;Предгорный район;Горный;п;1000;181;43.57.25;042.51.34;43.9569444444444;42.8594444444444;7648413106;1;0
